Timestamp, pitch, roll, yaw
1.6046097456891564e+18,-8.990000152588e+01,-8.300000190735e+00,8.300000190735e+00
1.6046097457102802e+18,-8.990000152588e+01,-8.300000190735e+00,8.300000190735e+00
1.6046097457318697e+18,-8.990000152588e+01,-8.300000190735e+00,8.300000190735e+00
1.604609745749141e+18,-8.990000152588e+01,-8.300000190735e+00,8.300000190735e+00
1.604609745769706e+18,-8.990000152588e+01,-1.400000000000e+01,1.400000000000e+01
1.6046097457892027e+18,-8.990000152588e+01,-1.400000000000e+01,1.400000000000e+01
1.6046097458095521e+18,-8.990000152588e+01,-1.400000000000e+01,1.400000000000e+01
1.6046097458294106e+18,-8.990000152588e+01,-1.400000000000e+01,1.400000000000e+01
1.604609745854406e+18,-8.990000152588e+01,-1.400000000000e+01,1.400000000000e+01
1.6046097458692393e+18,-8.990000152588e+01,-1.219999980927e+01,1.219999980927e+01
1.6046097458901496e+18,-8.990000152588e+01,-1.219999980927e+01,1.219999980927e+01
1.604609745910215e+18,-8.990000152588e+01,-1.219999980927e+01,1.219999980927e+01
1.604609745930067e+18,-8.990000152588e+01,-1.219999980927e+01,1.219999980927e+01
1.6046097459494538e+18,-8.990000152588e+01,-1.219999980927e+01,1.219999980927e+01
1.6046097459692703e+18,-8.990000152588e+01,-5.300000190735e+00,5.300000190735e+00
1.604609745989128e+18,-8.990000152588e+01,-5.300000190735e+00,5.300000190735e+00
1.6046097460091758e+18,-8.990000152588e+01,-5.300000190735e+00,5.300000190735e+00
1.6046097460291466e+18,-8.990000152588e+01,-5.300000190735e+00,5.300000190735e+00
1.6046097460520837e+18,-8.990000152588e+01,-5.300000190735e+00,5.300000190735e+00
1.6046097460691156e+18,-8.990000152588e+01,-1.239999961853e+01,1.250000000000e+01
1.604609746090879e+18,-8.990000152588e+01,-1.239999961853e+01,1.250000000000e+01
1.6046097461104013e+18,-8.990000152588e+01,-1.239999961853e+01,1.250000000000e+01
1.6046097461309588e+18,-8.990000152588e+01,-1.239999961853e+01,1.250000000000e+01
1.6046097461507955e+18,-8.990000152588e+01,-1.239999961853e+01,1.250000000000e+01
1.6046097461694141e+18,-8.990000152588e+01,-1.250000000000e+01,1.260000038147e+01
1.604609746189365e+18,-8.990000152588e+01,-1.250000000000e+01,1.260000038147e+01
1.6046097462091963e+18,-8.990000152588e+01,-1.250000000000e+01,1.260000038147e+01
1.6046097462292357e+18,-8.990000152588e+01,-1.250000000000e+01,1.260000038147e+01
1.604609746251952e+18,-8.990000152588e+01,-1.250000000000e+01,1.260000038147e+01
1.604609746269386e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.6046097462891976e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.604609746312429e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.6046097463299684e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.6046097463492393e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.6046097463727675e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.604609746389251e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.6046097464097938e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.6046097464293386e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.6046097464520548e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.604609746469042e+18,-8.980000305176e+01,-3.299999952316e+00,3.299999952316e+00
1.6046097464899796e+18,-8.980000305176e+01,-3.299999952316e+00,3.299999952316e+00
1.6046097465098685e+18,-8.980000305176e+01,-3.299999952316e+00,3.299999952316e+00
1.604609746530146e+18,-8.980000305176e+01,-3.299999952316e+00,3.299999952316e+00
1.604609746549969e+18,-8.980000305176e+01,-3.299999952316e+00,3.299999952316e+00
1.60460974656914e+18,-8.980000305176e+01,-2.400000095367e+00,2.400000095367e+00
1.604609746589985e+18,-8.980000305176e+01,-2.400000095367e+00,2.400000095367e+00
1.6046097466099615e+18,-8.980000305176e+01,-2.400000095367e+00,2.400000095367e+00
1.6046097466297155e+18,-8.980000305176e+01,-2.400000095367e+00,2.400000095367e+00
1.604609746652458e+18,-8.980000305176e+01,-2.400000095367e+00,2.400000095367e+00
1.6046097466690785e+18,-8.980000305176e+01,-2.700000047684e+00,2.700000047684e+00
1.6046097466892751e+18,-8.980000305176e+01,-2.700000047684e+00,2.700000047684e+00
1.6046097467128507e+18,-8.980000305176e+01,-2.700000047684e+00,2.700000047684e+00
1.6046097467302387e+18,-8.980000305176e+01,-2.700000047684e+00,2.700000047684e+00
1.6046097467499213e+18,-8.980000305176e+01,-2.700000047684e+00,2.700000047684e+00
1.6046097467698734e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097467899988e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097468091822e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097468314906e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097468519974e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.604609746869791e+18,-8.990000152588e+01,1.100000023842e+00,-1.100000023842e+00
1.6046097468917286e+18,-8.990000152588e+01,1.100000023842e+00,-1.100000023842e+00
1.6046097469099438e+18,-8.990000152588e+01,1.100000023842e+00,-1.100000023842e+00
1.6046097469300838e+18,-8.990000152588e+01,1.100000023842e+00,-1.100000023842e+00
1.6046097469518062e+18,-8.990000152588e+01,1.100000023842e+00,-1.100000023842e+00
1.604609746969177e+18,-8.990000152588e+01,-1.600000023842e+00,1.600000023842e+00
1.6046097469905774e+18,-8.990000152588e+01,-1.600000023842e+00,1.600000023842e+00
1.6046097470091108e+18,-8.990000152588e+01,-1.600000023842e+00,1.600000023842e+00
1.6046097470291633e+18,-8.990000152588e+01,-1.600000023842e+00,1.600000023842e+00
1.6046097470519936e+18,-8.990000152588e+01,-1.600000023842e+00,1.600000023842e+00
1.6046097470691185e+18,-8.990000152588e+01,-1.139999961853e+01,1.139999961853e+01
1.604609747091438e+18,-8.990000152588e+01,-1.139999961853e+01,1.139999961853e+01
1.604609747109861e+18,-8.990000152588e+01,-1.139999961853e+01,1.139999961853e+01
1.6046097471299195e+18,-8.990000152588e+01,-1.139999961853e+01,1.139999961853e+01
1.604609747149164e+18,-8.990000152588e+01,-1.139999961853e+01,1.139999961853e+01
1.6046097471692247e+18,-8.990000152588e+01,-8.000000000000e+00,8.100000381470e+00
1.6046097471942656e+18,-8.990000152588e+01,-8.000000000000e+00,8.100000381470e+00
1.6046097472107707e+18,-8.990000152588e+01,-8.000000000000e+00,8.100000381470e+00
1.6046097472291945e+18,-8.990000152588e+01,-8.000000000000e+00,8.100000381470e+00
1.6046097472519127e+18,-8.990000152588e+01,-8.000000000000e+00,8.100000381470e+00
1.6046097472690906e+18,-8.990000152588e+01,-1.039999961853e+01,1.030000019073e+01
1.6046097472892027e+18,-8.990000152588e+01,-1.039999961853e+01,1.030000019073e+01
1.604609747310512e+18,-8.990000152588e+01,-1.039999961853e+01,1.030000019073e+01
1.6046097473300362e+18,-8.990000152588e+01,-1.039999961853e+01,1.030000019073e+01
1.604609747349969e+18,-8.990000152588e+01,-1.039999961853e+01,1.030000019073e+01
1.6046097473697178e+18,-8.990000152588e+01,-1.039999961853e+01,1.030000019073e+01
1.604609747389135e+18,-8.990000152588e+01,-1.039999961853e+01,1.030000019073e+01
1.6046097474092344e+18,-8.990000152588e+01,-1.039999961853e+01,1.030000019073e+01
1.604609747429076e+18,-8.990000152588e+01,-1.039999961853e+01,1.030000019073e+01
1.6046097474578877e+18,-8.990000152588e+01,-1.039999961853e+01,1.030000019073e+01
1.6046097474691814e+18,-8.990000152588e+01,-2.739999961853e+01,2.739999961853e+01
1.6046097474890642e+18,-8.990000152588e+01,-2.739999961853e+01,2.739999961853e+01
1.604609747511086e+18,-8.990000152588e+01,-2.739999961853e+01,2.739999961853e+01
1.6046097475303068e+18,-8.990000152588e+01,-2.739999961853e+01,2.739999961853e+01
1.6046097475498675e+18,-8.990000152588e+01,-2.739999961853e+01,2.739999961853e+01
1.604609747569075e+18,-8.990000152588e+01,-1.339999961853e+01,1.330000019073e+01
1.6046097475891372e+18,-8.990000152588e+01,-1.339999961853e+01,1.330000019073e+01
1.604609747629073e+18,-8.990000152588e+01,-1.339999961853e+01,1.330000019073e+01
1.6046097476546045e+18,-8.990000152588e+01,-1.339999961853e+01,1.330000019073e+01
1.6046097476697761e+18,-8.990000152588e+01,-1.330000019073e+01,1.330000019073e+01
1.6046097476898268e+18,-8.990000152588e+01,-1.330000019073e+01,1.330000019073e+01
1.6046097477098358e+18,-8.990000152588e+01,-1.330000019073e+01,1.330000019073e+01
1.6046097477301338e+18,-8.990000152588e+01,-1.330000019073e+01,1.330000019073e+01
1.604609747749825e+18,-8.990000152588e+01,-1.330000019073e+01,1.330000019073e+01
1.6046097477703206e+18,-8.990000152588e+01,-8.100000381470e+00,8.100000381470e+00
1.604609747789518e+18,-8.990000152588e+01,-8.100000381470e+00,8.100000381470e+00
1.6046097478090982e+18,-8.990000152588e+01,-8.100000381470e+00,8.100000381470e+00
1.6046097478298074e+18,-8.990000152588e+01,-8.100000381470e+00,8.100000381470e+00
1.6046097478521958e+18,-8.990000152588e+01,-8.100000381470e+00,8.100000381470e+00
1.604609747869138e+18,-8.990000152588e+01,-4.699999809265e+00,4.800000190735e+00
1.6046097478890212e+18,-8.990000152588e+01,-4.699999809265e+00,4.800000190735e+00
1.6046097479120376e+18,-8.990000152588e+01,-4.699999809265e+00,4.800000190735e+00
1.6046097479300216e+18,-8.990000152588e+01,-4.699999809265e+00,4.800000190735e+00
1.6046097479498452e+18,-8.990000152588e+01,-4.699999809265e+00,4.800000190735e+00
1.6046097479689974e+18,-8.990000152588e+01,-2.000000029802e-01,1.000000014901e-01
1.6046097479891164e+18,-8.990000152588e+01,-2.000000029802e-01,1.000000014901e-01
1.6046097480091095e+18,-8.990000152588e+01,-2.000000029802e-01,1.000000014901e-01
1.6046097480290604e+18,-8.990000152588e+01,-2.000000029802e-01,1.000000014901e-01
1.6046097480519183e+18,-8.990000152588e+01,-2.000000029802e-01,1.000000014901e-01
1.6046097480890522e+18,-8.990000152588e+01,-2.799999952316e+00,2.900000095367e+00
1.6046097481098135e+18,-8.990000152588e+01,-2.799999952316e+00,2.900000095367e+00
1.6046097481298488e+18,-8.990000152588e+01,-2.799999952316e+00,2.900000095367e+00
1.6046097481498824e+18,-8.990000152588e+01,-2.799999952316e+00,2.900000095367e+00
1.6046097481692173e+18,-8.990000152588e+01,-7.199999809265e+00,7.199999809265e+00
1.6046097481924977e+18,-8.990000152588e+01,-7.199999809265e+00,7.199999809265e+00
1.604609748209045e+18,-8.990000152588e+01,-7.199999809265e+00,7.199999809265e+00
1.6046097482293942e+18,-8.990000152588e+01,-7.199999809265e+00,7.199999809265e+00
1.604609748263039e+18,-8.990000152588e+01,-7.199999809265e+00,7.199999809265e+00
1.6046097482690793e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097482899172e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097483098337e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097483304732e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097483507482e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097483712748e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.6046097483891113e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.6046097484090755e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.604609748429239e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.6046097484545103e+18,-8.990000152588e+01,-6.300000190735e+00,6.300000190735e+00
1.6046097484699615e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097484891366e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097485100385e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097485316367e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.604609748549918e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097485690557e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.604609748589104e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.604609748609119e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097486290127e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.604609748654185e+18,-8.990000152588e+01,-8.000000119209e-01,8.000000119209e-01
1.6046097486695155e+18,-8.990000152588e+01,-7.000000000000e+00,7.000000000000e+00
1.6046097486910203e+18,-8.990000152588e+01,-7.000000000000e+00,7.000000000000e+00
1.6046097487100142e+18,-8.990000152588e+01,-7.000000000000e+00,7.000000000000e+00
1.604609748729876e+18,-8.990000152588e+01,-7.000000000000e+00,7.000000000000e+00
