Timestamp, Image Id
1.604609744839811e+18,0.000000000000e+00
1.6046097449045903e+18,1.000000000000e+00
1.6046097449695908e+18,2.000000000000e+00
1.604609745034476e+18,3.000000000000e+00
1.6046097450993546e+18,4.000000000000e+00
1.604609745164304e+18,5.000000000000e+00
1.6046097452291098e+18,6.000000000000e+00
1.6046097452943898e+18,7.000000000000e+00
1.604609745358942e+18,8.000000000000e+00
1.604609745423836e+18,9.000000000000e+00
1.6046097454887747e+18,1.000000000000e+01
1.604609745553557e+18,1.100000000000e+01
1.6046097456184463e+18,1.200000000000e+01
1.6046097456835223e+18,1.300000000000e+01
1.6046097457483602e+18,1.400000000000e+01
1.604609745814704e+18,1.500000000000e+01
1.6046097458780672e+18,1.600000000000e+01
1.6046097459429565e+18,1.700000000000e+01
1.6046097460141906e+18,1.800000000000e+01
1.6046097460729618e+18,1.900000000000e+01
1.604609746137715e+18,2.000000000000e+01
1.6046097462026813e+18,2.100000000000e+01
1.60460974626755e+18,2.200000000000e+01
1.6046097463325688e+18,2.300000000000e+01
1.6046097463972938e+18,2.400000000000e+01
1.6046097464655547e+18,2.500000000000e+01
1.6046097465270671e+18,2.600000000000e+01
1.6046097465920415e+18,2.700000000000e+01
1.6046097466568694e+18,2.800000000000e+01
1.6046097467218394e+18,2.900000000000e+01
1.6046097467867323e+18,3.000000000000e+01
1.6046097468516221e+18,3.100000000000e+01
1.604609746916482e+18,3.200000000000e+01
1.60460974698138e+18,3.300000000000e+01
1.6046097470463946e+18,3.400000000000e+01
1.6046097471112433e+18,3.500000000000e+01
1.6046097471763244e+18,3.600000000000e+01
1.6046097472410447e+18,3.700000000000e+01
1.6046097473058747e+18,3.800000000000e+01
1.6046097473708751e+18,3.900000000000e+01
1.6046097474357233e+18,4.000000000000e+01
1.604609747500572e+18,4.100000000000e+01
1.6046097475654874e+18,4.200000000000e+01
1.6046097476303112e+18,4.300000000000e+01
1.604609747695211e+18,4.400000000000e+01
1.6046097477602245e+18,4.500000000000e+01
1.6046097478250012e+18,4.600000000000e+01
1.60460974789002e+18,4.700000000000e+01
1.6046097479548426e+18,4.800000000000e+01
1.6046097480295048e+18,4.900000000000e+01
1.604609748084664e+18,5.000000000000e+01
1.604609748149508e+18,5.100000000000e+01
1.6046097482143828e+18,5.200000000000e+01
1.604609748279299e+18,5.300000000000e+01
1.6046097483441825e+18,5.400000000000e+01
1.6046097484091574e+18,5.500000000000e+01
1.6046097484740137e+18,5.600000000000e+01
1.6046097485392545e+18,5.700000000000e+01
1.604609748603742e+18,5.800000000000e+01
1.6046097486687114e+18,5.900000000000e+01
1.6046097487335173e+18,6.000000000000e+01
1.6046097488011779e+18,6.100000000000e+01
1.604609748863462e+18,6.200000000000e+01
1.6046097489282665e+18,6.300000000000e+01
1.604609748993198e+18,6.400000000000e+01
1.6046097490582935e+18,6.500000000000e+01
1.6046097491231388e+18,6.600000000000e+01
1.6046097491879048e+18,6.700000000000e+01
1.6046097492527416e+18,6.800000000000e+01
1.6046097493176102e+18,6.900000000000e+01
1.6046097493825677e+18,7.000000000000e+01
1.60460974944749e+18,7.100000000000e+01
1.6046097495129009e+18,7.200000000000e+01
1.604609749577374e+18,7.300000000000e+01
1.604609749642941e+18,7.400000000000e+01
1.6046097497071012e+18,7.500000000000e+01
1.6046097497728497e+18,7.600000000000e+01
1.6046097498369626e+18,7.700000000000e+01
1.604609749901985e+18,7.800000000000e+01
1.6046097499678336e+18,7.900000000000e+01
1.6046097500314913e+18,8.000000000000e+01
1.6046097500963794e+18,8.100000000000e+01
1.6046097501614136e+18,8.200000000000e+01
1.604609750226333e+18,8.300000000000e+01
1.604609750291225e+18,8.400000000000e+01
1.6046097503561728e+18,8.500000000000e+01
1.6046097504209393e+18,8.600000000000e+01
1.6046097504857144e+18,8.700000000000e+01
1.604609750550824e+18,8.800000000000e+01
1.6046097506156262e+18,8.900000000000e+01
1.604609750680444e+18,9.000000000000e+01
1.6046097507453215e+18,9.100000000000e+01
1.604609750810412e+18,9.200000000000e+01
1.6046097508764498e+18,9.300000000000e+01
1.6046097509401482e+18,9.400000000000e+01
1.6046097510050022e+18,9.500000000000e+01
1.6046097510707052e+18,9.600000000000e+01
1.6046097511348157e+18,9.700000000000e+01
1.604609751199717e+18,9.800000000000e+01
1.604609751264596e+18,9.900000000000e+01
1.6046097513294518e+18,1.000000000000e+02
1.6046097513943237e+18,1.010000000000e+02
1.6046097514591844e+18,1.020000000000e+02
1.6046097515240753e+18,1.030000000000e+02
1.604609751589145e+18,1.040000000000e+02
1.604609751656958e+18,1.050000000000e+02
1.604609751718843e+18,1.060000000000e+02
1.6046097517837207e+18,1.070000000000e+02
1.6046097518485445e+18,1.080000000000e+02
1.6046097519140462e+18,1.090000000000e+02
1.6046097519784192e+18,1.100000000000e+02
1.6046097520433068e+18,1.110000000000e+02
1.604609752108212e+18,1.120000000000e+02
1.604609752173113e+18,1.130000000000e+02
1.604609752237939e+18,1.140000000000e+02
1.6046097523029366e+18,1.150000000000e+02
1.6046097523678057e+18,1.160000000000e+02
